0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,,19
27/04/2015,ANTIOQUIA,DON MATÍAS,Lunes,14:50:00,LA MONTERA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5237000,,1
27/04/2015,ANTIOQUIA,MEDELLÍN (CT),Lunes,6:10:00,CARLOS E. RESTREPO C-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,64,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,SECUNDARIA,5001000,,1
27/04/2015,ANTIOQUIA,MEDELLÍN (CT),Lunes,21:33:00,EL RODEO C-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
27/04/2015,ANTIOQUIA,MEDELLÍN (CT),Lunes,2:08:00,BELALCAZAR C-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
27/04/2015,ANTIOQUIA,SANTA ROSA DE OSOS,Lunes,21:30:00,LA GRANJA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5686000,,1
27/04/2015,ANTIOQUIA,TURBO,Lunes,21:20:00,CGTO. NUEVA COLONIA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5837000,,1
27/04/2015,ATLÁNTICO,BARRANQUILLA (CT),Lunes,18:20:00,LAS MALVINAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,,1
27/04/2015,ATLÁNTICO,BARRANQUILLA (CT),Lunes,18:20:00,LAS MALVINAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,-,INDEPENDIENTE,-,SECUNDARIA,8001000,,1
27/04/2015,BOLÍVAR,ARENAL,Lunes,18:00:00,CENTRO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,ANALFABETA,13042000,,1
27/04/2015,BOLÍVAR,CARTAGENA (CT),Lunes,0:10:00,OLAYA HERRERA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,,1
27/04/2015,CAUCA,BUENOS AIRES,Lunes,13:30:00,VEREDA SAN IGNACIO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19110000,,1
27/04/2015,CAUCA,LA VEGA,Lunes,22:30:00,Vda Bamboleo,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19397000,,1
27/04/2015,CÓRDOBA,CHINÚ,Lunes,11:30:00,CHINULITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23182000,,1
27/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,4:05:00,EL PARAISO E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,,1
27/04/2015,CUNDINAMARCA,LENGUAZAQUE,Lunes,22:30:00,SAN ANTONIO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,25407000,,1
27/04/2015,CUNDINAMARCA,MOSQUERA,Lunes,9:30:00,EL CARMEN,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,82,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,25473000,,1
27/04/2015,META,VILLAVICENCIO (CT),Lunes,18:25:00,ANTONIO PINILLA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,PRIMARIA,50001000,,1
27/04/2015,META,VISTAHERMOSA,Lunes,19:00:00,VEREDA TALANQUERAS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,ANALFABETA,50711000,,1
27/04/2015,NARIÑO,BARBACOAS,Lunes,23:00:00,VEREDA CORCUEL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52079000,,1
27/04/2015,NARIÑO,MOSQUERA,Lunes,14:50:00,AEROPUERTO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,52473000,,1
27/04/2015,NORTE DE SANTANDER,CÚCUTA (CT),Lunes,20:20:00,BARRIO SAN MIGUEL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54001000,,1
27/04/2015,PUTUMAYO,PUERTO ASÍS,Lunes,3:20:00,EL RECREO,URBANA,MONTALLANTAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,14,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,86568000,,1
27/04/2015,VALLE,CALI (CT),Lunes,19:20:00,POTRERO GRANDE E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,,1
27/04/2015,VALLE,CALI (CT),Lunes,21:25:00,SAN JUAN BOSCO E3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,,1
27/04/2015,VALLE,CALI (CT),Lunes,22:08:00,CIUDADELA DEL RIO E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,,1
28/04/2015,ANTIOQUIA,APARTADÓ,Martes,4:55:00,OBRERO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5045000,,1
28/04/2015,ANTIOQUIA,EL BAGRE,Martes,20:30:00,PUERTO LOPEZ,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,57,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5250000,,1
28/04/2015,ANTIOQUIA,VENECIA,Martes,21:55:00,EL RINCON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,5861000,,1
28/04/2015,BOLÍVAR,CARTAGENA (CT),Martes,3:00:00,LA QUINTA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,-,-,31,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,13001000,,1
28/04/2015,CALDAS,MANIZALES (CT),Martes,21:30:00,PERSIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,42,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,17001000,,1
28/04/2015,CAQUETÁ,FLORENCIA (CT),Martes,22:00:00,VIA TRONCAL DEL HACHA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,-,INDEPENDIENTE,-,PRIMARIA,18001000,,1
28/04/2015,CAUCA,ARGELIA,Martes,19:00:00,VDA EL PINCHE,RURAL,POTREROS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19050000,,1
28/04/2015,CAUCA,ARGELIA,Martes,19:00:00,VDA EL PINCHE,RURAL,POTREROS,ARMA DE FUEGO,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19050000,,1
28/04/2015,CAUCA,PAEZ,Martes,20:00:00,Vda San Vicente,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19517000,,1
28/04/2015,CAUCA,POPAYÁN (CT),Martes,12:00:00,LA ESMERALDA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19001000,,1
28/04/2015,CAUCA,SUÁREZ,Martes,0:10:00,LAS MERCEDES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,19780000,,1
28/04/2015,CESAR,ASTREA,Martes,20:10:00,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20032000,,1
28/04/2015,CESAR,TAMALAMEQUE,Martes,15:00:00,VEREDA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20787000,,1
28/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,19:50:00,URB. LA ESTACIÓN DE LA SABANA E-14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,,1
28/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,21:25:00,LLANO GRANDE E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
28/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,20:23:00,SANTA BARBARA CENTRAL E-1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,57,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,11001000,,1
28/04/2015,META,VILLAVICENCIO (CT),Martes,22:15:00,SANTA HELENA I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,50001000,,1
28/04/2015,PUTUMAYO,PUERTO ASÍS,Martes,18:30:00,VDA. PEÑASORA,RURAL,RIOS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,86568000,,1
28/04/2015,QUINDÍO,LA TEBAIDA,Martes,18:26:00,GUAYACANES,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,56,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,63401000,,1
28/04/2015,RISARALDA,PEREIRA (CT),Martes,22:16:00,MONSERRATE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,SECUNDARIA,66001000,,1
28/04/2015,SANTANDER,FLORIDABLANCA,Martes,12:40:00,LA CUMBRE,URBANA,CANCHA DE FUTBOL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,68276000,,1
28/04/2015,SUCRE,SINCELEJO (CT),Martes,5:30:00,BOTERO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70001000,,1
28/04/2015,VALLE,CALI (CT),Martes,19:00:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,,1
28/04/2015,VALLE,CALI (CT),Martes,13:50:00,SILOE E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
28/04/2015,VALLE,JAMUNDÍ,Martes,17:00:00,VILLA PAULINA E24,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76364000,,1
28/04/2015,VALLE,TULUÁ,Martes,19:00:00,Cgto Aguaclara,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76834000,,1
28/04/2015,VALLE,TULUÁ,Martes,17:00:00,Salesiano,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,31,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76834000,,1
28/04/2015,VALLE,TULUÁ,Martes,7:11:00,San Antonio,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76834000,,1
29/04/2015,ANTIOQUIA,ANDES,Miércoles,21:10:00,SAN GREGORIO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5034000,,1
29/04/2015,ANTIOQUIA,MEDELLÍN (CT),Miércoles,22:40:00,ESTACION VILLA C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,,1
29/04/2015,ANTIOQUIA,NECHÍ,Miércoles,8:00:00,COLORADO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,56,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5495000,,1
29/04/2015,ANTIOQUIA,REMEDIOS,Miércoles,11:30:00,SAN JUAN DE CAPOTAL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,GRUPOS ILEGALES,-,PRIMARIA,5604000,,1
29/04/2015,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,20:15:00,LAS AMERICAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8001000,,1
29/04/2015,ATLÁNTICO,JUAN DE ACOSTA,Miércoles,20:30:00,SALINAS DEL REY,RURAL,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,57,MASCULINO,UNION LIBRE,COLOMBIA,GANADERO,-,SECUNDARIA,8372000,,1
29/04/2015,CÓRDOBA,AYAPEL,Miércoles,19:30:00,VEREDA LA ESCOBILLA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23068000,,1
29/04/2015,CÓRDOBA,MONTERÍA (CT),Miércoles,15:35:00,6 DE MARZO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23001000,,1
29/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,18:50:00,SAN ANTONIO E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
29/04/2015,MAGDALENA,SITIONUEVO,Miércoles,21:10:00,EL PROGRESO,URBANA,PELUQUERIA Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,47745000,,1
29/04/2015,NARIÑO,FRANCISCO PIZARRO,Miércoles,2:05:00,MOSQUERA,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52520000,,1
29/04/2015,QUINDÍO,LA TEBAIDA,Miércoles,20:12:00,EL BOSQUE,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,BICICLETA,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,63401000,,1
29/04/2015,RISARALDA,PEREIRA (CT),Miércoles,20:45:00,LA PLAYITA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,66001000,,1
29/04/2015,RISARALDA,PEREIRA (CT),Miércoles,5:07:00,GALICIA ALTA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,ANALFABETA,66001000,,1
29/04/2015,SAN ANDRÉS,SAN ANDRÉS (CT),Miércoles,1:06:00,SECTOR ELSY BAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,88001000,,1
29/04/2015,VALLE,CALI (CT),Miércoles,21:55:00,ALTO JORDAN E18,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,63,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,,1
29/04/2015,VALLE,CALI (CT),Miércoles,22:35:00,EL POBLADO I E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,,1
29/04/2015,VALLE,CALI (CT),Miércoles,13:08:00,LA GRAN COLOMBIA E11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,,1
29/04/2015,VALLE,PALMIRA,Miércoles,17:28:00,RECREO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,64,MASCULINO,VIUDO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76520000,,1
30/04/2015,ANTIOQUIA,GIRARDOTA,Jueves,18:18:00,VDA. SAN ESTEBAN,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5308000,,1
30/04/2015,ANTIOQUIA,MEDELLÍN (CT),Jueves,4:20:00,SAN BERNARDO C-16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,56,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5001000,,1
30/04/2015,ANTIOQUIA,REMEDIOS,Jueves,19:15:00,RESURRECION,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5604000,,1
30/04/2015,ANTIOQUIA,SANTA ROSA DE OSOS,Jueves,4:03:00,LA CLARA,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,5686000,,1
30/04/2015,BOYACÁ,QUÍPAMA,Jueves,16:30:00,VDA. EL MANGO,RURAL,BILLARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,54,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,15580000,,1
30/04/2015,BOYACÁ,QUÍPAMA,Jueves,16:30:00,VDA. EL MANGO,RURAL,BILLARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,64,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,15580000,,1
30/04/2015,CALDAS,MANIZALES (CT),Jueves,20:40:00,PIO XII,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,17001000,,1
30/04/2015,CAQUETÁ,LA MONTAÑITA,Jueves,7:00:00,VDA.  EL FONO,RURAL,CARRETERA,ARMA DE FUEGO,-,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,18410000,,1
30/04/2015,CAUCA,MIRANDA,Jueves,20:40:00,VDA GUATEMALA,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,19455000,,1
30/04/2015,CAUCA,PUERTO TEJADA,Jueves,1:00:00,LA TERRAZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,19573000,,1
30/04/2015,CHOCÓ,QUIBDÓ (CT),Jueves,20:45:00,NICOLAS MEDRANO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27001000,,1
30/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,19:35:00,URB. BARRANQUILLITA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
30/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,7:15:00,LA CITA E-1,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,,1
30/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,5:45:00,NUEVO CORINTO E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
30/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,14:05:00,COMPARTIR E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
30/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,21:33:00,GIRALDILLA II  E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
30/04/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,21:33:00,GIRALDILLA II  E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,,1
30/04/2015,CUNDINAMARCA,SOACHA,Jueves,2:45:00,EL MIRADOR DE CORINTO,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,25754000,,1
30/04/2015,NARIÑO,LA UNIÓN,Jueves,20:05:00,VDA EL PELIGRO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,52399000,,1
30/04/2015,RISARALDA,GUÁTICA,Jueves,16:30:00,VEREDA LA VENDECIDA BAJA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,66318000,,1
30/04/2015,RISARALDA,GUÁTICA,Jueves,16:30:00,VEREDA LA VENDECIDA BAJA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,66318000,,1
30/04/2015,RISARALDA,GUÁTICA,Jueves,16:30:00,VEREDA LA VENDECIDA BAJA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,66318000,,1
30/04/2015,RISARALDA,GUÁTICA,Jueves,16:30:00,VEREDA LA VENDECIDA BAJA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,42,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,66318000,,1
30/04/2015,RISARALDA,SANTA ROSA DE CABAL,Jueves,10:50:00,B. SAN VICENTE DE PAUL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,66682000,,1
